rownames;wage;lwage;sex;shs;hsg;scl;clg;ad;mw;so;we;ne;exp1;exp2;exp3;exp4;occ;occ2;ind;ind2
7516;14.04807692;2.642485513;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;4020;13;8680;20
7519;11.53846154;2.445685937;1;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;2010;6;8090;18
7523;15.38461538;2.733368009;0;0;0;0;1;0;1;0;0;0;8;0.64;0.512;0.4096;1050;3;7380;14
7534;24.51923077;3.199457739;0;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;7750;21;3570;6
7540;44.23076923;3.789420683;0;0;0;0;1;0;1;0;0;0;14;1.96;2.744;3.8416;4965;16;6870;12
7545;9.615384615;2.26336438;1;0;0;1;0;0;1;0;0;0;5;0.25;0.125;0.0625;3645;11;7970;18
7554;12.16153846;2.498278387;1;0;1;0;0;0;1;0;0;0;13;1.69;2.197;2.8561;9240;22;6080;10
7557;14.90384615;2.701619311;1;0;0;1;0;0;1;0;0;0;7.5;0.5625;0.421875;0.31640625;5700;17;8180;18
7560;27.88461538;3.328075117;1;0;0;1;0;0;1;0;0;0;6.5;0.4225;0.274625;0.17850625;3300;10;8180;18
7564;8.974358974;2.194371508;0;1;0;0;0;0;1;0;0;0;10;1;1;1;7330;20;3680;6
7567;51.19825708;3.93570549;1;0;0;0;1;0;1;0;0;0;35;12.25;42.875;150.0625;3646;11;7970;18
7568;28.17307692;3.338366803;1;0;0;0;1;0;1;0;0;0;12;1.44;1.728;2.0736;430;1;7290;14
7569;14.66346154;2.68535879;0;0;0;0;1;0;1;0;0;0;14;1.96;2.744;3.8416;6230;19;770;4
7576;16.15384615;2.782158173;0;0;0;0;1;0;1;0;0;0;11;1.21;1.331;1.4641;2320;8;7860;17
7590;24.03846154;3.179655112;0;0;1;0;0;0;1;0;0;0;11;1.21;1.331;1.4641;4850;16;4090;7
7592;15.35811966;2.731644302;1;0;0;1;0;0;1;0;0;0;12.5;1.5625;1.953125;2.44140625;4700;16;4870;9
7600;33.65384615;3.516127348;0;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;1.00E+05;21;1170;5
7602;10.75910931;2.375752774;1;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;3420;10;5070;9
7609;16.82692308;2.822980168;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;800;2;7570;15
7610;96.63461538;4.570937014;1;0;0;0;1;0;1;0;0;0;29;8.41;24.389;70.7281;9030;22;6070;10
7611;11.53846154;2.445685937;0;0;1;0;0;0;1;0;0;0;18;3.24;5.832;10.4976;8965;21;2170;5
7629;19.23076923;2.95651156;1;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;4510;15;8980;21
7633;21.15384615;3.05182174;0;0;1;0;0;0;1;0;0;0;25;6.25;15.625;39.0625;8965;21;3570;6
7643;17.01183432;2.833909238;1;0;1;0;0;0;1;0;0;0;29;8.41;24.389;70.7281;5630;17;2380;5
7646;16.82692308;2.822980168;1;0;1;0;0;0;1;0;0;0;8;0.64;0.512;0.4096;4040;13;8680;20
7647;7.211538462;1.975682307;1;0;0;1;0;0;1;0;0;0;16;2.56;4.096;6.5536;4760;16;5380;9
7650;14.90384615;2.701619311;0;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;7700;21;3680;6
7662;23.35164835;3.150667575;1;0;1;0;0;0;1;0;0;0;26;6.76;17.576;45.6976;8220;21;2380;5
7667;13.18681319;2.579217329;1;0;1;0;0;0;1;0;0;0;6;0.36;0.216;0.1296;5240;17;8680;20
7685;27.77777778;3.324236341;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;1460;4;3570;6
7686;27.77777778;3.324236341;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;1460;4;3570;6
7699;36.05769231;3.58512022;1;0;0;1;0;0;1;0;0;0;30.5;9.3025;28.372625;86.53650625;840;2;7670;16
7710;17.30769231;2.851151045;0;0;0;0;1;0;1;0;0;0;22;4.84;10.648;23.4256;1030;3;7380;14
7740;109.8901099;4.699480865;0;0;0;0;0;1;1;0;0;0;20;4;8;16;3060;10;8190;18
7743;17.09401709;2.838728525;0;0;1;0;0;0;1;0;0;0;6;0.36;0.216;0.1296;7200;20;8770;21
7746;13.46153846;2.599836616;0;1;0;0;0;0;1;0;0;0;17;2.89;4.913;8.3521;9610;22;4670;9
7754;213.4615385;5.363456669;1;0;0;1;0;0;1;0;0;0;13.5;1.8225;2.460375;3.32150625;630;2;7580;16
7755;21.97802198;3.090042953;1;0;0;1;0;0;1;0;0;0;7.5;0.5625;0.421875;0.31640625;4110;13;8680;20
7763;16.82692308;2.822980168;0;0;1;0;0;0;1;0;0;0;20;4;8;16;7330;20;8870;21
7766;41.82692308;3.733540225;1;0;0;0;0;1;1;0;0;0;37;13.69;50.653;187.4161;2100;7;9570;22
7773;21.63461538;3.074294596;1;0;0;0;0;1;1;0;0;0;22;4.84;10.648;23.4256;5600;17;4480;8
7774;20.03205128;2.997333555;0;0;0;0;1;0;1;0;0;0;26;6.76;17.576;45.6976;2200;8;7870;17
7777;12.46153846;2.522646978;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;5620;17;5380;9
7783;17.30769231;2.851151045;1;0;0;0;1;0;1;0;0;0;7;0.49;0.343;0.2401;430;1;9490;22
7785;14.90384615;2.701619311;1;0;0;1;0;0;1;0;0;0;24.5;6.0025;14.706125;36.03000625;150;1;9390;22
7787;7.75;2.047692843;0;0;0;1;0;0;1;0;0;0;3.5;0.1225;0.042875;0.01500625;9620;22;1280;5
7792;13.46153846;2.599836616;1;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;3400;10;8180;18
7793;25;3.218875825;1;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;735;2;7390;14
7796;11.53846154;2.445685937;1;0;0;1;0;0;1;0;0;0;18;3.24;5.832;10.4976;5400;17;7970;18
7804;13.46153846;2.599836616;0;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;9600;22;6390;10
7805;16.82692308;2.822980168;0;0;1;0;0;0;1;0;0;0;20;4;8;16;8030;21;2880;6
7807;18.26923077;2.905218266;1;0;1;0;0;0;1;0;0;0;16;2.56;4.096;6.5536;4010;13;8680;20
7808;9.615384615;2.26336438;0;0;0;1;0;0;1;0;0;0;8.5;0.7225;0.614125;0.52200625;7340;20;8660;20
7810;29.95192308;3.399593532;1;0;0;1;0;0;1;0;0;0;12.5;1.5625;1.953125;2.44140625;120;1;6870;12
7822;9.615384615;2.26336438;1;0;0;1;0;0;1;0;0;0;15.5;2.4025;3.723875;5.77200625;5700;17;8090;18
7839;21.63461538;3.074294596;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;5940;17;9170;21
7844;8;2.079441542;0;0;0;1;0;0;1;0;0;0;12.5;1.5625;1.953125;2.44140625;4110;13;8680;20
7847;8.547008547;2.145581344;1;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;4320;15;9090;21
7848;106.8376068;4.671309988;0;0;0;0;0;1;1;0;0;0;8;0.64;0.512;0.4096;740;2;1180;5
7859;13.14285714;2.575878428;1;0;0;1;0;0;1;0;0;0;18.5;3.4225;6.331625;11.71350625;4050;13;8680;20
7886;28.04487179;3.333805792;0;0;1;0;0;0;1;0;0;0;37;13.69;50.653;187.4161;8965;21;1870;5
7888;9.615384615;2.26336438;1;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;8255;21;7470;14
7900;14.42307692;2.668829488;1;0;0;0;0;1;1;0;0;0;0;0;0;0;4300;15;8590;19
7907;21.63461538;3.074294596;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;6010;18;9570;22
7914;12.5;2.525728644;1;0;0;0;1;0;1;0;0;0;15;2.25;3.375;5.0625;650;2;8190;18
7917;38.46153846;3.649658741;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;4810;16;6990;12
7920;14.42307692;2.668829488;0;0;1;0;0;0;1;0;0;0;14;1.96;2.744;3.8416;6260;19;770;4
7929;16.34615385;2.793992631;1;0;1;0;0;0;1;0;0;0;23;5.29;12.167;27.9841;8740;21;3580;6
7933;15.07276507;2.712889478;0;0;1;0;0;0;1;0;0;0;40;16;64;256;4220;14;9480;22
7952;8.241758242;2.1092137;0;0;0;0;1;0;1;0;0;0;7;0.49;0.343;0.2401;4720;16;4970;9
7976;10.57692308;2.35867456;1;0;0;1;0;0;1;0;0;0;9;0.81;0.729;0.6561;5260;17;8270;18
7977;12.63736264;2.536657715;1;0;1;0;0;0;1;0;0;0;25;6.25;15.625;39.0625;9120;22;7860;17
7994;11.42857143;2.436116486;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;4020;13;8680;20
7998;6.923076923;1.934860313;1;0;1;0;0;0;1;0;0;0;38;14.44;54.872;208.5136;4220;14;4870;9
8006;10.59615385;2.360491091;1;0;0;1;0;0;1;0;0;0;4.5;0.2025;0.091125;0.04100625;7950;21;3570;6
8010;18.75;2.931193752;0;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;4760;16;4870;9
8013;15.86538462;2.764139668;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;2300;8;7860;17
8020;6.50887574;1.873166744;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;2310;8;7860;17
8025;23.07692308;3.138833117;1;0;0;0;1;0;1;0;0;0;13;1.69;2.197;2.8561;2630;9;7370;14
8028;11.75213675;2.464035075;1;0;0;1;0;0;1;0;0;0;39.5;15.6025;61.629875;243.4380063;5160;17;6880;12
8050;16.34615385;2.793992631;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;2310;8;7860;17
8055;25;3.218875825;0;0;0;1;0;0;1;0;0;0;7.5;0.5625;0.421875;0.31640625;8140;21;3570;6
8058;16.53846154;2.805688671;0;0;0;1;0;0;1;0;0;0;30;9;27;81;9130;22;770;4
8065;16.34711538;2.794051453;0;1;0;0;0;0;1;0;0;0;38.5;14.8225;57.066625;219.7065063;8220;21;3570;6
8066;23.55769231;3.159452404;0;0;1;0;0;0;1;0;0;0;14;1.96;2.744;3.8416;7750;21;3570;6
8092;26.70940171;3.285015627;0;0;0;0;1;0;1;0;0;0;11;1.21;1.331;1.4641;3255;10;8190;18
8093;20.19230769;3.005301725;0;0;0;0;1;0;1;0;0;0;28;7.84;21.952;61.4656;5610;17;6990;12
8116;77.96257796;4.356228942;1;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;4720;16;4970;9
8117;18.70192308;2.928626357;1;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;350;1;8270;18
8128;28.36538462;3.34516955;0;0;0;1;0;0;1;0;0;0;4.5;0.2025;0.091125;0.04100625;8220;21;2670;6
8130;51.28205128;3.937340813;0;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;1020;3;6990;12
8131;43.95604396;3.783190134;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;950;2;6990;12
8132;91.88034188;4.520487099;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;4810;16;6990;12
8133;47.00854701;3.850329436;0;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;50;1;7380;14
8136;20;2.995732274;0;0;1;0;0;0;1;0;0;0;10;1;1;1;630;2;6990;12
8143;20.67307692;3.028832222;1;0;0;0;0;1;1;0;0;0;18;3.24;5.832;10.4976;2400;8;8570;19
8145;33.76068376;3.519296923;1;0;0;0;1;0;1;0;0;0;27;7.29;19.683;53.1441;4710;16;6990;12
8147;44.87179487;3.803809421;0;0;0;0;1;0;1;0;0;0;10;1;1;1;1020;3;7380;14
8149;14.1025641;2.646356632;0;0;0;1;0;0;1;0;0;0;20.5;4.2025;8.615125;17.66100625;4760;16;4780;9
8154;26.62721893;3.281933961;1;0;0;1;0;0;1;0;0;0;33.5;11.2225;37.595375;125.9445063;10;1;6870;12
8157;21.15384615;3.05182174;0;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;4810;16;6990;12
8158;30.28846154;3.410766833;1;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;3255;10;8090;18
8176;33.65384615;3.516127348;1;0;0;1;0;0;1;0;0;0;34.5;11.9025;41.063625;141.6695063;5000;17;7270;14
8184;41.95804196;3.736670118;0;0;0;0;1;0;1;0;0;0;29;8.41;24.389;70.7281;2630;9;7370;14
8185;21.15384615;3.05182174;1;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;50;1;6680;11
8186;105.7692308;4.661259653;1;0;0;0;1;0;1;0;0;0;22;4.84;10.648;23.4256;4800;16;6480;11
8187;86.53846154;4.460588957;0;0;0;0;0;1;1;0;0;0;21;4.41;9.261;19.4481;2100;7;6690;11
8191;21.36752137;3.061872076;0;0;0;0;1;0;1;0;0;0;29;8.41;24.389;70.7281;7220;20;6670;11
8192;26.20192308;3.265832808;1;0;0;0;0;1;1;0;0;0;3;0.09;0.027;0.0081;3230;10;7870;17
8193;23.07692308;3.138833117;0;0;0;0;1;0;1;0;0;0;21;4.41;9.261;19.4481;910;2;6870;12
8195;24.03846154;3.179655112;1;0;0;0;1;0;1;0;0;0;8;0.64;0.512;0.4096;3320;10;8180;18
8196;32.69230769;3.487139811;1;0;0;0;0;1;1;0;0;0;22;4.84;10.648;23.4256;2320;8;7860;17
8199;26.73076923;3.285815308;0;0;1;0;0;0;1;0;0;0;29;8.41;24.389;70.7281;7130;20;7680;16
8208;19.23076923;2.95651156;0;0;0;1;0;0;1;0;0;0;21;4.41;9.261;19.4481;4840;16;770;4
8210;24.03846154;3.179655112;0;0;0;0;0;1;1;0;0;0;4;0.16;0.064;0.0256;2100;7;9470;22
8213;17.30769231;2.851151045;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;5240;17;6690;11
8214;33.65384615;3.516127348;0;0;0;1;0;0;1;0;0;0;8;0.64;0.512;0.4096;3850;12;9470;22
8216;92.94871795;4.532047921;1;0;0;0;0;1;1;0;0;0;20;4;8;16;2100;7;7270;14
8218;37.69230769;3.629456034;1;0;0;0;0;1;1;0;0;0;26;6.76;17.576;45.6976;2300;8;7860;17
8222;21.63461538;3.074294596;1;0;1;0;0;0;1;0;0;0;29;8.41;24.389;70.7281;5860;17;6990;12
8226;32.90598291;3.493654492;1;0;0;0;0;1;1;0;0;0;22;4.84;10.648;23.4256;50;1;3980;6
8227;48.07692308;3.872802292;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;310;1;8660;20
8228;38.84615385;3.659609072;1;0;0;0;0;1;1;0;0;0;7;0.49;0.343;0.2401;3258;10;8190;18
8229;28.84615385;3.361976669;0;0;0;0;0;1;1;0;0;0;21;4.41;9.261;19.4481;4710;16;6990;12
8231;14.42307692;2.668829488;0;0;0;0;1;0;1;0;0;0;14;1.96;2.744;3.8416;2060;6;9160;21
8236;21.36752137;3.061872076;0;0;0;0;1;0;1;0;0;0;25;6.25;15.625;39.0625;1020;3;7380;14
8240;9.615384615;2.26336438;1;0;0;1;0;0;1;0;0;0;7;0.49;0.343;0.2401;4700;16;5070;9
8250;27.86324786;3.32730854;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;630;2;6970;12
8251;17.78846154;2.878550019;1;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;2340;8;8570;19
8252;158.6538462;5.066724761;0;0;0;0;1;0;1;0;0;0;27;7.29;19.683;53.1441;4700;16;5070;9
8253;60.57692308;4.103914013;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;4840;16;770;4
8254;16.82692308;2.822980168;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;2310;8;7860;17
8258;29.91452991;3.398344313;0;0;0;0;1;0;1;0;0;0;8;0.64;0.512;0.4096;2340;8;7890;17
8260;33.65384615;3.516127348;1;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;540;2;6990;12
8263;24.95192308;3.216950896;0;0;0;0;0;1;1;0;0;0;0;0;0;0;3930;12;7690;16
8265;34.34065934;3.536330056;1;0;0;0;0;1;1;0;0;0;1;0.01;0.001;0.0001;3040;10;5080;9
8266;25;3.218875825;0;0;0;0;1;0;1;0;0;0;10;1;1;1;530;2;3190;6
8272;20.83333333;3.036554268;1;0;0;0;1;0;1;0;0;0;30;9;27;81;840;2;6070;10
8276;13.07692308;2.57084908;1;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;725;2;8590;19
8286;25.48076923;3.23792402;0;0;0;0;1;0;1;0;0;0;5;0.25;0.125;0.0625;7700;21;3960;6
8288;26.22377622;3.266666489;0;0;0;0;1;0;1;0;0;0;38;14.44;54.872;208.5136;9130;22;6380;10
8292;25.21367521;3.227386515;0;0;0;0;0;1;1;0;0;0;20;4;8;16;4840;16;6695;11
8295;36.05769231;3.58512022;0;0;1;0;0;0;1;0;0;0;25;6.25;15.625;39.0625;7200;20;8770;21
8300;12.5;2.525728644;1;0;0;0;0;1;1;0;0;0;30;9;27;81;2340;8;7890;17
8301;31.25;3.442019376;1;0;1;0;0;0;1;0;0;0;31;9.61;29.791;92.3521;3255;10;8190;18
8305;28.84615385;3.361976669;1;0;0;0;1;0;1;0;0;0;8;0.64;0.512;0.4096;3255;10;8190;18
8311;13.24786325;2.583836275;1;0;1;0;0;0;1;0;0;0;6;0.36;0.216;0.1296;20;1;9090;21
8312;46.15384615;3.831980298;0;0;0;0;0;1;1;0;0;0;6;0.36;0.216;0.1296;710;2;8180;18
8313;30.76923077;3.42651519;0;0;0;0;0;1;1;0;0;0;6;0.36;0.216;0.1296;2100;7;7270;14
8317;25;3.218875825;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;630;2;7490;14
8318;19.61538462;2.976314188;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;735;2;7490;14
8319;24.03846154;3.179655112;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;840;2;6990;12
8326;48.07692308;3.872802292;1;0;0;0;0;1;1;0;0;0;26;6.76;17.576;45.6976;1020;3;7380;14
8329;10.68376068;2.368724895;0;0;0;1;0;0;1;0;0;0;8;0.64;0.512;0.4096;4110;13;8680;20
8333;120.1923077;4.789093024;0;0;0;0;1;0;1;0;0;0;8;0.64;0.512;0.4096;1020;3;6890;12
8336;13.46153846;2.599836616;1;0;0;1;0;0;1;0;0;0;11;1.21;1.331;1.4641;2540;8;7860;17
8337;26.92307692;3.292983797;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;230;1;7870;17
8338;45.67307692;3.821508998;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;5240;17;7390;14
8339;19.65811966;2.978490467;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;2850;9;7470;14
8346;38.46153846;3.649658741;0;0;0;0;1;0;1;0;0;0;7;0.49;0.343;0.2401;10;1;1990;5
8347;64.1025641;4.160484365;0;0;0;0;0;1;1;0;0;0;6;0.36;0.216;0.1296;5000;17;6690;11
8349;7.692307692;2.040220829;0;0;0;1;0;0;1;0;0;0;10.5;1.1025;1.157625;1.21550625;4220;14;5380;9
8350;11.53846154;2.445685937;0;0;1;0;0;0;1;0;0;0;9;0.81;0.729;0.6561;4720;16;5390;9
8355;16.82692308;2.822980168;1;0;0;0;1;0;1;0;0;0;7;0.49;0.343;0.2401;4920;16;9370;22
8358;33.65384615;3.516127348;0;0;0;1;0;0;1;0;0;0;7;0.49;0.343;0.2401;4760;16;4795;9
8359;48.07692308;3.872802292;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;310;1;8660;20
8362;12.01923077;2.486507931;1;0;1;0;0;0;1;0;0;0;18;3.24;5.832;10.4976;4220;14;3990;6
8363;20.51282051;3.021050082;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;430;1;770;4
8366;17.56756757;2.86605445;1;0;0;0;0;1;1;0;0;0;1;0.01;0.001;0.0001;3230;10;7860;17
8370;14.42307692;2.668829488;0;0;1;0;0;0;1;0;0;0;27;7.29;19.683;53.1441;4220;14;2670;6
8371;9.615384615;2.26336438;1;0;1;0;0;0;1;0;0;0;31;9.61;29.791;92.3521;3600;11;7970;18
8373;16.82692308;2.822980168;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;5600;17;8660;20
8374;19.23076923;2.95651156;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;530;2;7570;15
8382;12.01923077;2.486507931;1;0;0;1;0;0;1;0;0;0;29;8.41;24.389;70.7281;6440;19;7980;18
8383;9.230769231;2.222542385;1;1;0;0;0;0;1;0;0;0;29.5;8.7025;25.672375;75.73350625;4600;15;6180;10
8407;34.18803419;3.531875705;0;0;0;0;0;1;1;0;0;0;2;0.04;0.008;0.0016;2100;7;7270;14
8408;19.23076923;2.95651156;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;2000;6;7860;17
8466;21.63461538;3.074294596;1;0;0;0;0;1;1;0;0;0;6;0.36;0.216;0.1296;3540;10;8180;18
8468;14.42307692;2.668829488;1;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;5350;17;4080;7
8469;18.26923077;2.905218266;0;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;2000;6;8190;18
8471;16.08391608;2.777819772;0;0;1;0;0;0;1;0;0;0;5;0.25;0.125;0.0625;7200;20;8770;21
8474;12.01923077;2.486507931;0;0;0;1;0;0;1;0;0;0;20;4;8;16;3649;11;9370;22
8477;25;3.218875825;0;0;1;0;0;0;1;0;0;0;38;14.44;54.872;208.5136;9130;22;6170;10
8478;12.5;2.525728644;1;0;1;0;0;0;1;0;0;0;36;12.96;46.656;167.9616;5240;17;3875;6
8482;16.23931624;2.78743523;0;0;0;1;0;0;1;0;0;0;21.5;4.6225;9.938375;21.36750625;430;1;6290;10
8483;32.05128205;3.467337184;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;7200;20;4690;9
8496;31.82692308;3.460312569;0;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;4840;16;6290;10
8497;23.07692308;3.138833117;0;0;0;0;1;0;1;0;0;0;1;0.01;0.001;0.0001;4850;16;4580;8
8506;16.82692308;2.822980168;1;0;0;1;0;0;1;0;0;0;9.5;0.9025;0.857375;0.81450625;5240;17;6170;10
8511;28.63247863;3.35454169;0;0;0;0;1;0;1;0;0;0;3;0.09;0.027;0.0081;1530;4;7290;14
8515;24.78632479;3.210292081;0;0;1;0;0;0;1;0;0;0;39;15.21;59.319;231.3441;9130;22;6380;10
8516;16.82692308;2.822980168;1;0;0;1;0;0;1;0;0;0;3;0.09;0.027;0.0081;4920;16;7070;13
8517;15.38461538;2.733368009;0;0;1;0;0;0;1;0;0;0;17;2.89;4.913;8.3521;7150;20;8770;21
8520;19.23076923;2.95651156;0;0;0;1;0;0;1;0;0;0;12.5;1.5625;1.953125;2.44140625;4110;13;8680;20
8521;22.59615385;3.117779708;0;0;0;0;1;0;1;0;0;0;9;0.81;0.729;0.6561;840;2;4270;7
8523;32.05128205;3.467337184;1;0;0;0;1;0;1;0;0;0;4;0.16;0.064;0.0256;740;2;5590;9
8530;16.34615385;2.793992631;1;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;5840;17;6990;12
8558;17.30769231;2.851151045;1;0;1;0;0;0;1;0;0;0;15;2.25;3.375;5.0625;5120;17;3980;6
8560;36.05769231;3.58512022;0;0;0;1;0;0;1;0;0;0;20;4;8;16;3850;12;9470;22
8571;45.67307692;3.821508998;0;0;0;1;0;0;1;0;0;0;3.5;0.1225;0.042875;0.01500625;1107;3;8190;18
8572;8.952254642;2.191905416;0;1;0;0;0;0;1;0;0;0;10;1;1;1;7200;20;8770;21
8573;12.39316239;2.517144901;0;0;1;0;0;0;1;0;0;0;24;5.76;13.824;33.1776;9610;22;4670;9
8574;12.82051282;2.551046452;0;0;1;0;0;0;1;0;0;0;27;7.29;19.683;53.1441;1.00E+05;22;6070;10
8578;7.211538462;1.975682307;0;0;1;0;0;0;1;0;0;0;34;11.56;39.304;133.6336;9640;22;7580;16
8584;31.25;3.442019376;0;0;0;0;1;0;1;0;0;0;24;5.76;13.824;33.1776;800;2;7890;17
8593;12.63736264;2.536657715;1;0;0;1;0;0;1;0;0;0;15.5;2.4025;3.723875;5.77200625;4040;13;8680;20
8595;21.15384615;3.05182174;0;0;0;0;1;0;1;0;0;0;2;0.04;0.008;0.0016;2310;8;7860;17
8611;25.82417582;3.251311101;0;0;0;1;0;0;1;0;0;0;15;2.25;3.375;5.0625;6440;19;770;4
8620;9.615384615;2.26336438;1;0;0;1;0;0;1;0;0;0;8;0.64;0.512;0.4096;4700;16;5170;9
8630;33.65384615;3.516127348;1;0;1;0;0;0;1;0;0;0;20;4;8;16;6200;19;770;4
8647;17.75147929;2.876468853;0;0;1;0;0;0;1;0;0;0;27;7.29;19.683;53.1441;9130;22;770;4
8648;7.396449704;2.001000115;1;0;0;1;0;0;1;0;0;0;28.5;8.1225;23.149125;65.97500625;4720;16;5380;9
8656;26.92307692;3.292983797;0;0;0;1;0;0;1;0;0;0;6.5;0.4225;0.274625;0.17850625;140;1;2780;6
8675;27.35042735;3.308732154;1;0;0;1;0;0;1;0;0;0;36;12.96;46.656;167.9616;5700;17;770;4
8676;79.32692308;4.37357758;0;0;0;1;0;0;1;0;0;0;32;10.24;32.768;104.8576;4720;16;4970;9
8689;12.98076923;2.563468972;1;0;1;0;0;0;1;0;0;0;17;2.89;4.913;8.3521;5620;17;5380;9
8714;13.94230769;2.634927936;1;0;0;0;0;1;1;0;0;0;25;6.25;15.625;39.0625;3420;10;8190;18
8719;13.94230769;2.634927936;0;0;0;1;0;0;1;0;0;0;14.5;2.1025;3.048625;4.42050625;9600;22;7580;16
8720;12.5;2.525728644;1;0;0;1;0;0;1;0;0;0;4;0.16;0.064;0.0256;5700;17;9470;22
8722;16.34615385;2.793992631;0;0;0;1;0;0;1;0;0;0;14;1.96;2.744;3.8416;4620;15;8590;19
8726;16.82692308;2.822980168;0;0;0;0;1;0;1;0;0;0;27;7.29;19.683;53.1441;6355;19;770;4
8727;8.653846154;2.158003864;0;0;1;0;0;0;1;0;0;0;15;2.25;3.375;5.0625;8740;21;9370;22
8730;4.326923077;1.464856684;0;0;0;1;0;0;1;0;0;0;5;0.25;0.125;0.0625;4850;16;4195;7
8764;8.846153846;2.179982771;0;0;0;1;0;0;1;0;0;0;3.5;0.1225;0.042875;0.01500625;7750;21;3570;6
8768;40.44444444;3.69992929;1;0;0;1;0;0;1;0;0;0;17;2.89;4.913;8.3521;3310;10;7980;18
8775;18.26923077;2.905218266;1;0;0;0;0;1;1;0;0;0;2;0.04;0.008;0.0016;2320;8;7860;17
8776;14.95726496;2.705197132;0;0;0;0;1;0;1;0;0;0;6;0.36;0.216;0.1296;5600;17;3070;6
8791;19.71153846;2.981204173;0;0;1;0;0;0;1;0;0;0;10;1;1;1;4220;14;7860;17
8792;21.63461538;3.074294596;0;0;1;0;0;0;1;0;0;0;7;0.49;0.343;0.2401;7210;20;7080;13
8794;19.23076923;2.95651156;1;0;0;1;0;0;1;0;0;0;18.5;3.4225;6.331625;11.71350625;4700;16;5380;9
8799;36.05769231;3.58512022;0;0;1;0;0;0;1;0;0;0;20;4;8;16;6260;19;770;4
8800;9.615384615;2.26336438;1;0;1;0;0;0;1;0;0;0;15;2.25;3.375;5.0625;4720;16;4970;9
8802;25.98942308;3.257689651;0;0;1;0;0;0;1;0;0;0;22;4.84;10.648;23.4256;6440;19;770;4
